time, co2, tvoc, rh, temp
2020-11-08T09:20:00,400,0,42.64,27.20
2020-11-08T09:20:10,403,0,42.46,27.29
2020-11-08T09:20:20,418,2,42.35,27.39
2020-11-08T09:20:30,402,0,42.16,27.48
2020-11-08T09:20:40,400,0,42.15,27.53
2020-11-08T09:20:50,403,0,41.80,27.62
2020-11-08T09:21:00,410,1,41.77,27.70
2020-11-08T09:21:10,435,5,41.59,27.72
2020-11-08T09:21:20,432,4,41.42,27.81
2020-11-08T09:21:30,405,0,41.28,27.84
2020-11-08T09:21:40,406,0,41.24,27.89
2020-11-08T09:21:50,65021,65021,41.11,27.93
2020-11-08T09:22:06,400,0,41.07,27.94
2020-11-08T09:22:16,400,0,40.93,27.96
2020-11-08T09:22:26,409,1,40.88,27.99
2020-11-08T09:22:36,746,52,43.14,27.86
2020-11-08T09:22:46,592,29,41.99,27.89
2020-11-08T09:22:56,483,12,41.44,27.93
2020-11-08T09:23:06,483,12,41.13,27.96
2020-11-08T09:23:16,463,9,40.94,27.99
2020-11-08T09:23:26,413,1,40.81,28.00
2020-11-08T09:23:36,400,0,40.78,28.02
2020-11-08T09:23:46,400,0,40.69,28.04
2020-11-08T09:23:56,400,0,40.59,28.05
2020-11-08T09:24:06,416,2,40.57,28.07
2020-11-08T09:24:16,408,1,40.49,28.08
2020-11-08T09:24:26,414,2,40.45,28.09
2020-11-08T09:24:36,421,3,40.39,28.12
2020-11-08T09:24:46,425,3,40.39,28.12
2020-11-08T09:24:56,400,0,40.27,28.12
2020-11-08T09:25:06,408,1,40.26,28.14
2020-11-08T09:25:16,414,2,40.23,28.15
2020-11-08T09:25:26,420,3,40.21,28.15
2020-11-08T09:25:36,406,0,40.10,28.16
2020-11-08T09:25:46,407,1,40.13,28.17
2020-11-08T09:25:56,400,0,40.05,28.18
2020-11-08T09:26:06,403,0,40.04,28.18
2020-11-08T09:26:16,414,2,40.03,28.19
2020-11-08T09:26:26,403,0,39.98,28.18
2020-11-08T09:26:36,400,0,39.96,28.18
2020-11-08T09:26:46,405,0,40.00,28.20
2020-11-08T09:26:56,400,0,39.90,28.19
2020-11-08T09:27:06,406,0,39.94,28.21
2020-11-08T09:27:16,433,5,39.87,28.20
2020-11-08T09:27:26,422,3,39.84,28.21
2020-11-08T09:27:36,463,9,39.91,28.22
2020-11-08T09:27:46,481,12,39.90,28.24
2020-11-08T09:27:56,481,12,39.87,28.24
2020-11-08T09:28:06,463,9,39.82,28.24
2020-11-08T09:28:16,461,9,39.83,28.24
2020-11-08T09:28:26,481,12,39.89,28.24
2020-11-08T09:28:36,478,11,39.90,28.24
2020-11-08T09:28:46,478,11,39.88,28.24
2020-11-08T09:28:56,461,9,39.86,28.26
2020-11-08T09:29:06,442,6,39.88,28.25
2020-11-08T09:29:16,478,11,39.85,28.24
2020-11-08T09:29:26,486,13,39.81,28.24
2020-11-08T09:29:36,481,12,39.85,28.25
2020-11-08T09:29:46,442,6,39.82,28.25
2020-11-08T09:29:56,425,3,39.81,28.25
2020-11-08T09:30:06,421,3,39.82,28.24
2020-11-08T09:30:16,470,10,39.80,28.23
2020-11-08T09:30:26,478,11,39.83,28.23
2020-11-08T09:30:36,478,11,39.82,28.24
2020-11-08T09:30:46,448,7,39.81,28.23
2020-11-08T09:30:56,436,5,39.79,28.24
2020-11-08T09:31:06,446,7,39.79,28.24
2020-11-08T09:31:16,461,9,39.80,28.25
2020-11-08T09:31:26,400,0,39.73,28.24
2020-11-08T09:31:36,436,5,39.73,28.26
2020-11-08T09:31:46,408,1,39.76,28.26
2020-11-08T09:31:56,402,0,39.72,28.27
2020-11-08T09:32:06,403,0,39.63,28.25
2020-11-08T09:32:16,414,2,39.66,28.28
2020-11-08T09:32:26,426,3,39.71,28.27
2020-11-08T09:32:36,417,2,39.69,28.29
2020-11-08T09:32:46,417,2,39.64,28.30
2020-11-08T09:32:56,414,2,39.56,28.29
2020-11-08T09:33:06,417,2,39.66,28.30
2020-11-08T09:33:16,438,5,39.62,28.31
2020-11-08T09:33:26,455,8,39.69,28.30
2020-11-08T09:33:36,455,8,39.70,28.34
2020-11-08T09:33:46,452,7,39.63,28.31
2020-11-08T09:33:56,438,5,39.65,28.30
2020-11-08T09:34:06,438,5,39.65,28.32
2020-11-08T09:34:16,447,7,39.70,28.33
2020-11-08T09:34:26,438,5,39.64,28.32
2020-11-08T09:34:36,447,7,39.69,28.33
2020-11-08T09:34:46,452,7,39.60,28.34
2020-11-08T09:34:56,452,7,39.62,28.36
2020-11-08T09:35:06,455,8,39.67,28.37
2020-11-08T09:35:16,472,10,39.60,28.36
2020-11-08T09:35:26,455,8,39.61,28.35
2020-11-08T09:35:36,460,9,39.65,28.35
2020-11-08T09:35:46,477,11,39.65,28.37
2020-11-08T09:35:56,530,19,39.67,28.38
2020-11-08T09:36:06,537,20,39.58,28.38
2020-11-08T09:36:16,549,22,39.63,28.39
2020-11-08T09:36:26,543,21,39.61,28.39
2020-11-08T09:36:36,537,20,39.60,28.40
2020-11-08T09:36:46,519,18,39.57,28.38
2020-11-08T09:36:56,543,21,39.67,28.38
2020-11-08T09:37:06,575,26,39.65,28.37
2020-11-08T09:37:16,543,21,39.66,28.35
2020-11-08T09:37:26,537,20,39.63,28.35
2020-11-08T09:37:36,575,26,39.65,28.38
2020-11-08T09:37:46,537,20,39.67,28.37
2020-11-08T09:37:56,514,17,39.70,28.35
2020-11-08T09:38:06,530,19,39.68,28.35
2020-11-08T09:38:16,526,19,39.68,28.37
2020-11-08T09:38:26,543,21,39.71,28.36
2020-11-08T09:38:36,564,24,39.66,28.36
2020-11-08T09:38:46,611,32,39.69,28.37
2020-11-08T09:38:56,624,34,39.69,28.36
2020-11-08T09:39:06,631,35,39.67,28.37
2020-11-08T09:39:16,699,45,39.69,28.38
2020-11-08T09:39:26,665,40,39.67,28.35
2020-11-08T09:39:36,699,45,39.72,28.39
2020-11-08T09:39:46,690,44,39.69,28.37
2020-11-08T09:39:56,715,47,39.65,28.38
2020-11-08T09:40:06,665,40,39.70,28.36
2020-11-08T09:40:16,787,58,39.69,28.35
2020-11-08T09:40:26,7992,1156,39.96,28.34
2020-11-08T09:40:36,3033,401,39.80,28.33
2020-11-08T09:40:46,2222,277,39.80,28.33
2020-11-08T09:40:56,2060,252,39.78,28.32
2020-11-08T09:41:06,5337,752,39.78,28.33
2020-11-08T09:41:16,7992,1156,39.78,28.33
2020-11-08T09:41:26,7992,1156,39.76,28.36
2020-11-08T09:41:36,7985,1155,39.78,28.35
2020-11-08T09:41:46,5152,723,39.78,28.36
2020-11-08T09:41:56,6183,881,39.74,28.35
2020-11-08T09:42:06,6732,964,39.77,28.36
2020-11-08T09:42:16,6183,881,39.78,28.36
2020-11-08T09:42:26,7236,1041,39.80,28.36
2020-11-08T09:42:36,7663,1106,39.78,28.35
2020-11-08T09:42:46,7992,1156,39.84,28.35
2020-11-08T09:42:56,7985,1155,39.82,28.33
2020-11-08T09:43:06,7984,1155,39.85,28.35
2020-11-08T09:43:16,7985,1155,39.84,28.34
2020-11-08T09:43:26,7820,1130,39.83,28.33
2020-11-08T09:43:36,7984,1155,39.87,28.34
2020-11-08T09:43:46,7320,1054,39.88,28.35
2020-11-08T09:43:56,7627,1100,39.88,28.33
2020-11-08T09:44:06,7320,1054,39.82,28.34
2020-11-08T09:44:16,6732,964,39.85,28.34
2020-11-08T09:44:26,6225,887,39.83,28.35
2020-11-08T09:44:36,6362,908,39.81,28.36
2020-11-08T09:44:46,6362,908,39.80,28.33
2020-11-08T09:44:56,6362,908,39.82,28.34
2020-11-08T09:45:06,6362,908,39.82,28.35
2020-11-08T09:45:16,5762,816,39.78,28.33
2020-11-08T09:45:26,5658,801,39.80,28.36
2020-11-08T09:45:36,5440,767,39.77,28.35
2020-11-08T09:45:46,5540,783,39.78,28.35
2020-11-08T09:45:56,5157,724,39.79,28.34
2020-11-08T09:46:06,5069,711,39.81,28.35
2020-11-08T09:46:16,4826,674,39.81,28.36
2020-11-08T09:46:26,4423,612,39.77,28.32
2020-11-08T09:46:36,4826,674,39.83,28.31
2020-11-08T09:46:46,4146,570,39.80,28.33
2020-11-08T09:46:56,4222,582,39.77,28.35
2020-11-08T09:47:06,4011,550,39.82,28.34
2020-11-08T09:47:16,3287,439,39.86,28.30
2020-11-08T09:47:26,3206,427,39.92,28.29
2020-11-08T09:47:36,3246,433,39.84,28.30
2020-11-08T09:47:46,3340,447,39.87,28.31
2020-11-08T09:47:56,3246,433,39.86,28.31
2020-11-08T09:48:06,3158,420,39.88,28.31
2020-11-08T09:48:16,2944,387,39.89,28.31
2020-11-08T09:48:26,2906,381,39.88,28.29
2020-11-08T09:48:36,2906,381,39.86,28.30
2020-11-08T09:48:46,2786,363,39.87,28.30
2020-11-08T09:48:56,2574,331,39.83,28.29
2020-11-08T09:49:06,2603,335,39.86,28.29
2020-11-08T09:49:16,2363,299,39.89,28.29
2020-11-08T09:49:26,2336,294,39.85,28.29
2020-11-08T09:49:36,2251,281,39.86,28.29
2020-11-08T09:49:46,2216,276,39.83,28.29
2020-11-08T09:49:56,2280,286,39.87,28.29
2020-11-08T09:50:06,2216,276,39.87,28.29
2020-11-08T09:50:16,2116,261,39.84,28.27
2020-11-08T09:50:26,2280,286,39.89,28.30
2020-11-08T09:50:36,1925,232,39.89,28.27
2020-11-08T09:50:46,1994,242,39.90,28.30
2020-11-08T09:50:56,1970,239,39.88,28.30
2020-11-08T09:51:06,1824,216,39.87,28.29
2020-11-08T09:51:16,1691,196,39.89,28.29
2020-11-08T09:51:26,1609,184,39.86,28.29
2020-11-08T09:51:36,1495,166,39.89,28.28
2020-11-08T09:51:46,1352,145,39.91,28.27
2020-11-08T09:51:56,1352,145,39.90,28.24
2020-11-08T09:52:06,1397,151,39.90,28.26
2020-11-08T09:52:16,1406,153,39.92,28.25
2020-11-08T09:52:26,1408,153,39.87,28.24
2020-11-08T09:52:36,1382,149,39.88,28.23
2020-11-08T09:52:46,1248,129,39.89,28.24
2020-11-08T09:52:56,1274,133,39.90,28.25
2020-11-08T09:53:06,1168,117,39.89,28.25
2020-11-08T09:53:16,1135,111,39.91,28.24
2020-11-08T09:53:26,1168,117,39.91,28.23
2020-11-08T09:53:36,1138,112,39.92,28.22
2020-11-08T09:53:46,1226,125,39.90,28.24
2020-11-08T09:53:56,1203,122,39.92,28.25
2020-11-08T09:54:06,1065,101,39.87,28.24
2020-11-08T09:54:16,1097,106,39.87,28.23
2020-11-08T09:54:26,998,91,39.83,28.25
2020-11-08T09:54:36,934,81,39.84,28.22
2020-11-08T09:54:46,962,85,39.87,28.24
2020-11-08T09:54:56,946,83,39.87,28.21
2020-11-08T09:55:06,928,80,39.88,28.24
2020-11-08T09:55:16,928,80,39.88,28.24
2020-11-08T09:55:26,946,83,39.89,28.23
2020-11-08T09:55:36,921,79,39.90,28.23
2020-11-08T09:55:46,998,91,39.93,28.22
2020-11-08T09:55:56,935,81,39.96,28.24
2020-11-08T09:56:06,928,80,39.90,28.22
2020-11-08T09:56:16,974,87,39.91,28.24
2020-11-08T09:56:26,985,89,39.93,28.23
2020-11-08T09:56:36,985,89,39.95,28.23
2020-11-08T09:56:46,946,83,39.97,28.24
2020-11-08T09:56:56,921,79,39.95,28.24
2020-11-08T09:57:06,915,78,39.95,28.25
2020-11-08T09:57:16,873,72,39.94,28.22
2020-11-08T09:57:26,880,73,39.93,28.24
2020-11-08T09:57:36,894,75,39.93,28.22
2020-11-08T09:57:46,908,77,39.94,28.24
2020-11-08T09:57:56,888,74,39.95,28.25
2020-11-08T09:58:06,900,76,39.87,28.25
2020-11-08T09:58:16,886,74,39.90,28.26
2020-11-08T09:58:26,826,64,39.94,28.23
2020-11-08T09:58:36,858,69,39.96,28.23
2020-11-08T09:58:46,835,66,39.94,28.24
2020-11-08T09:58:56,858,69,39.92,28.24
2020-11-08T09:59:06,846,67,39.90,28.24
2020-11-08T09:59:16,846,67,39.88,28.25
2020-11-08T09:59:26,820,63,39.89,28.23
2020-11-08T09:59:36,828,65,39.90,28.24
2020-11-08T09:59:46,822,64,39.89,28.23
2020-11-08T09:59:56,811,62,39.85,28.25
2020-11-08T10:00:06,762,55,39.87,28.24
2020-11-08T10:00:16,787,58,39.88,28.26
2020-11-08T10:00:26,741,51,39.86,28.26
2020-11-08T10:00:36,732,50,39.85,28.23
2020-11-08T10:00:46,734,50,39.85,28.23
2020-11-08T10:00:56,715,47,39.80,28.23
2020-11-08T10:01:06,731,50,39.84,28.21
2020-11-08T10:01:16,734,50,39.83,28.24
2020-11-08T10:01:26,740,51,39.80,28.21
2020-11-08T10:01:36,745,52,39.81,28.23
2020-11-08T10:01:46,712,47,39.80,28.22
2020-11-08T10:01:56,734,50,39.82,28.21
2020-11-08T10:02:06,701,45,39.81,28.21
2020-11-08T10:02:16,701,45,39.80,28.21
2020-11-08T10:02:26,712,47,39.80,28.22
2020-11-08T10:02:36,712,47,39.81,28.21
2020-11-08T10:02:46,682,42,39.78,28.22
2020-11-08T10:02:56,682,42,39.76,28.22
2020-11-08T10:03:06,734,50,39.74,28.24
2020-11-08T10:03:16,706,46,39.72,28.24
2020-11-08T10:03:26,688,43,39.70,28.22
2020-11-08T10:03:36,706,46,39.73,28.23
2020-11-08T10:03:46,669,40,39.77,28.26
2020-11-08T10:03:56,630,35,39.75,28.23
2020-11-08T10:04:06,646,37,39.81,28.21
2020-11-08T10:04:16,634,35,39.77,28.21
2020-11-08T10:04:26,625,34,39.82,28.18
2020-11-08T10:04:36,673,41,39.90,28.25
2020-11-08T10:04:46,679,42,39.78,28.24
2020-11-08T10:04:56,673,41,39.79,28.23
2020-11-08T10:05:06,712,47,39.85,28.23
2020-11-08T10:05:16,740,51,39.84,28.23
2020-11-08T10:05:26,761,54,39.88,28.23
2020-11-08T10:05:36,775,57,39.81,28.23
2020-11-08T10:05:46,745,52,39.87,28.22
2020-11-08T10:05:56,712,47,39.85,28.21
2020-11-08T10:06:06,698,45,39.85,28.23
2020-11-08T10:06:16,692,44,39.83,28.24
2020-11-08T10:06:26,701,45,39.84,28.22
2020-11-08T10:06:36,673,41,39.83,28.23
2020-11-08T10:06:46,698,45,39.81,28.23
2020-11-08T10:06:56,698,45,39.81,28.24
2020-11-08T10:07:06,692,44,39.78,28.23
2020-11-08T10:07:16,682,42,39.80,28.24
2020-11-08T10:07:26,651,38,39.79,28.25
2020-11-08T10:07:36,631,35,39.79,28.23
2020-11-08T10:07:46,705,46,39.78,28.23
2020-11-08T10:07:56,673,41,39.78,28.22
2020-11-08T10:08:06,646,37,39.78,28.22
2020-11-08T10:08:16,618,33,39.79,28.22
2020-11-08T10:08:26,606,31,39.78,28.21
2020-11-08T10:08:36,598,30,39.79,28.22
2020-11-08T10:08:46,592,29,39.76,28.22
2020-11-08T10:08:56,592,29,39.77,28.20
2020-11-08T10:09:06,595,29,39.78,28.22
2020-11-08T10:09:16,611,32,39.79,28.24
2020-11-08T10:09:26,592,29,39.77,28.21
2020-11-08T10:09:36,580,27,39.79,28.24
2020-11-08T10:09:46,572,26,39.77,28.22
2020-11-08T10:09:56,565,25,39.77,28.24
2020-11-08T10:10:06,564,24,39.81,28.23
2020-11-08T10:10:16,561,24,39.82,28.23
2020-11-08T10:10:26,556,23,39.83,28.22
2020-11-08T10:10:36,564,24,39.82,28.23
2020-11-08T10:10:46,565,25,39.84,28.22
2020-11-08T10:10:56,547,22,39.83,28.23
2020-11-08T10:11:06,547,22,39.82,28.22
2020-11-08T10:11:16,541,21,39.84,28.23
2020-11-08T10:11:26,551,23,39.83,28.24
2020-11-08T10:11:36,547,22,39.84,28.25
2020-11-08T10:11:46,520,18,39.82,28.22
2020-11-08T10:11:56,547,22,39.80,28.21
2020-11-08T10:12:06,543,21,39.82,28.22
2020-11-08T10:12:16,547,22,39.85,28.24
2020-11-08T10:12:26,553,23,39.81,28.23
2020-11-08T10:12:36,561,24,39.78,28.24
2020-11-08T10:12:46,561,24,39.80,28.22
2020-11-08T10:12:56,553,23,39.87,28.20
2020-11-08T10:13:06,547,22,39.86,28.23
2020-11-08T10:13:16,551,23,39.87,28.23
2020-11-08T10:13:26,551,23,39.87,28.24
2020-11-08T10:13:36,565,25,39.86,28.23
2020-11-08T10:13:46,561,24,39.84,28.22
2020-11-08T10:13:56,561,24,39.86,28.22
2020-11-08T10:14:06,551,23,39.89,28.21
2020-11-08T10:14:16,553,23,39.87,28.21
2020-11-08T10:14:26,551,23,39.88,28.22
2020-11-08T10:14:36,561,24,39.87,28.23
2020-11-08T10:14:46,564,24,39.82,28.24
2020-11-08T10:14:56,564,24,39.82,28.25
2020-11-08T10:15:06,532,20,39.82,28.23
2020-11-08T10:15:16,547,22,39.84,28.24
2020-11-08T10:15:26,551,23,39.84,28.23
2020-11-08T10:15:36,553,23,39.87,28.23
2020-11-08T10:15:46,534,20,39.92,28.22
2020-11-08T10:15:56,538,21,39.89,28.23
2020-11-08T10:16:06,551,23,39.87,28.26
2020-11-08T10:16:16,532,20,39.86,28.26
2020-11-08T10:16:26,530,19,39.88,28.25
2020-11-08T10:16:36,526,19,39.87,28.24
2020-11-08T10:16:46,553,23,39.87,28.27
2020-11-08T10:16:56,532,20,39.83,28.26
2020-11-08T10:17:06,532,20,39.88,28.23
2020-11-08T10:17:16,556,23,39.89,28.24
2020-11-08T10:17:26,556,23,39.91,28.25
2020-11-08T10:17:36,547,22,39.93,28.26
2020-11-08T10:17:46,506,16,39.94,28.25
2020-11-08T10:17:56,497,14,39.99,28.25
2020-11-08T10:18:06,523,18,39.94,28.23
2020-11-08T10:18:16,541,21,39.92,28.25
2020-11-08T10:18:26,538,21,39.94,28.24
2020-11-08T10:18:36,547,22,39.97,28.23
2020-11-08T10:18:46,538,21,40.00,28.22
2020-11-08T10:18:56,543,21,39.99,28.23
2020-11-08T10:19:06,551,23,39.99,28.22
2020-11-08T10:19:16,541,21,39.97,28.22
2020-11-08T10:19:26,551,23,39.97,28.23
2020-11-08T10:19:36,553,23,39.94,28.20
2020-11-08T10:19:46,538,21,39.95,28.22
2020-11-08T10:19:56,534,20,39.96,28.22
2020-11-08T10:20:06,538,21,39.96,28.22
2020-11-08T10:20:16,531,19,39.96,28.21
2020-11-08T10:20:26,518,17,39.99,28.22
2020-11-08T10:20:36,531,19,39.94,28.20
2020-11-08T10:20:46,520,18,39.95,28.21
2020-11-08T10:20:56,551,23,39.95,28.21
2020-11-08T10:21:06,534,20,39.95,28.21
2020-11-08T10:21:16,505,15,39.95,28.22
2020-11-08T10:21:26,497,14,39.94,28.23
2020-11-08T10:21:36,497,14,39.91,28.21
2020-11-08T10:21:46,491,13,39.91,28.23
2020-11-08T10:21:56,491,13,39.93,28.22
2020-11-08T10:22:06,497,14,39.95,28.21
2020-11-08T10:22:16,507,16,39.95,28.22
2020-11-08T10:22:26,507,16,39.93,28.21
2020-11-08T10:22:36,502,15,39.98,28.18
2020-11-08T10:22:46,491,13,39.96,28.18
2020-11-08T10:22:56,497,14,39.99,28.17
2020-11-08T10:23:06,538,21,39.95,28.20
2020-11-08T10:23:16,538,21,39.94,28.18
2020-11-08T10:23:26,507,16,39.96,28.17
2020-11-08T10:23:36,497,14,40.00,28.18
2020-11-08T10:23:46,491,13,40.02,28.16
2020-11-08T10:23:56,486,13,40.00,28.17
2020-11-08T10:24:06,502,15,39.97,28.19
2020-11-08T10:24:16,497,14,39.99,28.19
2020-11-08T10:24:26,518,17,39.96,28.20
2020-11-08T10:24:36,491,13,39.99,28.18
2020-11-08T10:24:46,495,14,39.96,28.18
2020-11-08T10:24:56,580,27,39.99,28.18
2020-11-08T10:25:06,568,25,39.98,28.17
2020-11-08T10:25:16,611,32,39.96,28.20
2020-11-08T10:25:26,551,23,39.99,28.18
2020-11-08T10:25:36,529,19,40.00,28.18
2020-11-08T10:25:46,507,16,39.97,28.21
2020-11-08T10:25:56,495,14,39.98,28.20
2020-11-08T10:26:06,483,12,39.96,28.22
2020-11-08T10:26:16,483,12,39.96,28.20
2020-11-08T10:26:26,465,9,40.00,28.18
2020-11-08T10:26:36,465,9,40.01,28.20
2020-11-08T10:26:46,470,10,39.97,28.20
2020-11-08T10:26:56,475,11,39.99,28.20
2020-11-08T10:27:06,495,14,39.99,28.20
2020-11-08T10:27:16,495,14,40.06,28.18
2020-11-08T10:27:26,483,12,40.10,28.18
2020-11-08T10:27:36,488,13,40.07,28.18
2020-11-08T10:27:46,486,13,40.09,28.17
2020-11-08T10:27:56,501,15,40.09,28.18
2020-11-08T10:28:06,491,13,40.11,28.19
2020-11-08T10:28:16,495,14,40.10,28.18
2020-11-08T10:28:26,483,12,40.11,28.20
2020-11-08T10:28:36,501,15,40.11,28.17
2020-11-08T10:28:46,491,13,40.14,28.18
2020-11-08T10:28:56,642,36,40.11,28.18
2020-11-08T10:29:06,587,28,40.15,28.16
2020-11-08T10:29:16,543,21,40.16,28.15
2020-11-08T10:29:26,520,18,40.18,28.17
2020-11-08T10:29:36,556,23,40.17,28.15
2020-11-08T10:29:46,565,25,40.13,28.17
2020-11-08T10:29:56,529,19,40.13,28.17
2020-11-08T10:30:06,505,15,40.17,28.16
2020-11-08T10:30:16,495,14,40.16,28.16
2020-11-08T10:30:26,488,13,40.19,28.18
2020-11-08T10:30:36,531,19,40.17,28.18
2020-11-08T10:30:46,497,14,40.18,28.17
2020-11-08T10:30:56,486,13,40.18,28.16
2020-11-08T10:31:06,483,12,40.14,28.17
2020-11-08T10:31:16,483,12,40.17,28.18
2020-11-08T10:31:26,472,10,40.18,28.16
2020-11-08T10:31:36,463,9,40.23,28.15
2020-11-08T10:31:46,478,11,40.23,28.14
2020-11-08T10:31:56,472,10,40.20,28.15
2020-11-08T10:32:06,461,9,40.22,28.16
2020-11-08T10:32:16,507,16,40.22,28.15
2020-11-08T10:32:26,478,11,40.23,28.15
2020-11-08T10:32:36,483,12,40.21,28.14
2020-11-08T10:32:46,551,23,40.20,28.14
2020-11-08T10:32:56,561,24,40.22,28.13
2020-11-08T10:33:06,534,20,40.20,28.16
2020-11-08T10:33:16,547,22,40.20,28.13
2020-11-08T10:33:26,553,23,40.22,28.14
2020-11-08T10:33:36,541,21,40.20,28.14
2020-11-08T10:33:46,507,16,40.18,28.15
2020-11-08T10:33:56,497,14,40.18,28.15
2020-11-08T10:34:06,486,13,40.20,28.15
2020-11-08T10:34:16,481,12,40.19,28.15
2020-11-08T10:34:26,465,9,40.20,28.15
2020-11-08T10:34:36,461,9,40.18,28.15
2020-11-08T10:34:46,491,13,40.18,28.16
2020-11-08T10:34:56,556,23,40.22,28.14
2020-11-08T10:35:06,547,22,40.21,28.14
2020-11-08T10:35:16,547,22,40.22,28.14
2020-11-08T10:35:26,816,63,40.22,28.14
2020-11-08T10:35:36,682,42,40.20,28.13
2020-11-08T10:35:46,606,31,40.20,28.15
2020-11-08T10:35:56,584,28,40.18,28.14
2020-11-08T10:36:06,561,24,40.20,28.13
2020-11-08T10:36:16,529,19,40.24,28.12
2020-11-08T10:36:26,517,17,40.20,28.13
2020-11-08T10:36:36,529,19,40.18,28.15
2020-11-08T10:36:46,564,24,40.16,28.13
2020-11-08T10:36:56,580,27,40.18,28.13
2020-11-08T10:37:06,538,21,40.23,28.14
2020-11-08T10:37:16,520,18,40.20,28.15
2020-11-08T10:37:26,507,16,40.18,28.14
2020-11-08T10:37:36,556,23,40.20,28.13
2020-11-08T10:37:46,580,27,40.18,28.15
2020-11-08T10:37:56,587,28,40.14,28.15
2020-11-08T10:38:06,572,26,40.17,28.13
2020-11-08T10:38:16,668,40,40.15,28.15
2020-11-08T10:38:26,651,38,40.17,28.15
2020-11-08T10:38:36,561,24,40.19,28.14
2020-11-08T10:38:46,606,31,40.16,28.15
2020-11-08T10:38:56,531,19,40.20,28.14
2020-11-08T10:39:06,501,15,40.23,28.13
2020-11-08T10:39:16,486,13,40.16,28.14
2020-11-08T10:39:26,538,21,40.17,28.14
2020-11-08T10:39:36,502,15,40.18,28.13
2020-11-08T10:39:46,505,15,40.16,28.16
2020-11-08T10:39:56,497,14,40.16,28.15
2020-11-08T10:40:06,491,13,40.18,28.16
2020-11-08T10:40:16,483,12,40.17,28.14
2020-11-08T10:40:26,475,11,40.18,28.16
2020-11-08T10:40:36,465,9,40.21,28.13
2020-11-08T10:40:46,461,9,40.23,28.15
2020-11-08T10:40:56,457,8,40.21,28.16
2020-11-08T10:41:06,451,7,40.20,28.17
2020-11-08T10:41:16,457,8,40.17,28.15
2020-11-08T10:41:26,470,10,40.13,28.15
2020-11-08T10:41:36,488,13,40.14,28.15
2020-11-08T10:41:46,483,12,40.12,28.14
2020-11-08T10:41:56,481,12,40.20,28.13
2020-11-08T10:42:06,483,12,40.20,28.12
2020-11-08T10:42:16,488,13,40.20,28.14
2020-11-08T10:42:26,481,12,40.18,28.14
2020-11-08T10:42:36,481,12,40.17,28.15
2020-11-08T10:42:46,483,12,40.17,28.15
2020-11-08T10:42:56,478,11,40.20,28.14
2020-11-08T10:43:06,478,11,40.17,28.15
2020-11-08T10:43:16,478,11,40.19,28.13
2020-11-08T10:43:26,481,12,40.17,28.15
2020-11-08T10:43:36,491,13,40.15,28.14
2020-11-08T10:43:46,501,15,40.14,28.16
2020-11-08T10:43:56,507,16,40.14,28.17
2020-11-08T10:44:06,547,22,40.12,28.18
2020-11-08T10:44:16,572,26,40.12,28.20
2020-11-08T10:44:26,547,22,40.09,28.21
2020-11-08T10:44:36,534,20,40.09,28.22
2020-11-08T10:44:46,523,18,40.10,28.21
2020-11-08T10:44:56,518,17,40.12,28.21
2020-11-08T10:45:06,517,17,40.09,28.20
2020-11-08T10:45:16,518,17,40.06,28.18
2020-11-08T10:45:26,520,18,40.08,28.19
2020-11-08T10:45:36,621,33,40.10,28.20
2020-11-08T10:45:46,614,32,40.06,28.19
2020-11-08T10:45:56,592,29,40.11,28.18
2020-11-08T10:46:06,576,26,40.09,28.19
2020-11-08T10:46:16,564,24,40.10,28.19
2020-11-08T10:46:26,564,24,40.06,28.22
2020-11-08T10:46:36,551,23,40.05,28.21
2020-11-08T10:46:46,547,22,40.05,28.22
2020-11-08T10:46:56,551,23,40.02,28.23
2020-11-08T10:47:06,543,21,40.01,28.22
2020-11-08T10:47:16,523,18,40.01,28.21
2020-11-08T10:47:26,523,18,40.02,28.22
2020-11-08T10:47:36,534,20,40.00,28.22
2020-11-08T10:47:46,523,18,39.98,28.24
2020-11-08T10:47:56,520,18,39.96,28.22
2020-11-08T10:48:06,507,16,39.99,28.21
2020-11-08T10:48:16,505,15,39.90,28.21
2020-11-08T10:48:26,523,18,39.91,28.22
2020-11-08T10:48:36,517,17,39.81,28.22
2020-11-08T10:48:46,505,15,39.81,28.21
2020-11-08T10:48:56,502,15,39.79,28.20
2020-11-08T10:49:06,507,16,39.79,28.19
2020-11-08T10:49:16,502,15,39.88,28.21
2020-11-08T10:49:26,505,15,39.91,28.21
2020-11-08T10:49:36,505,143,39.90,28.21
2020-11-08T10:49:46,502,15,39.89,28.17
2020-11-08T10:49:56,501,15,39.85,28.21
2020-11-08T10:50:06,495,14,39.79,28.19
2020-11-08T10:50:16,491,13,39.80,28.21
2020-11-08T10:50:26,491,13,39.80,28.21
2020-11-08T10:50:36,495,14,39.81,28.20
2020-11-08T10:50:46,497,14,39.84,28.21
2020-11-08T10:50:56,501,15,39.80,28.21
2020-11-08T10:51:06,501,15,39.76,28.22
2020-11-08T10:51:16,495,14,39.75,28.22
2020-11-08T10:51:26,506,16,39.82,28.23
2020-11-08T10:51:36,502,15,39.80,28.21
2020-11-08T10:51:46,491,13,39.72,28.20
2020-11-08T10:51:56,485,12,39.71,28.20
2020-11-08T10:52:06,485,12,39.73,28.21
2020-11-08T10:52:16,492,14,39.67,28.22
2020-11-08T10:52:26,485,12,39.67,28.20
